species	genus	model	trait_category	marine_binary	binary_aquatic_endpoint	aquaticity_score	held_out_genus	corrected_globalFDR_OOF_prediction	nested_ttest_OOF_prediction	prediction_delta	nested_OOF_available	exclusion_reason	fold_n_candidate_features_FDR	fold_n_features_after_preprocessing	fold_n_selected_predictors	fold_model_status	panel	plot_color	source_file
Okapia_johnstoni	Okapia	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Okapia	0.0357035277055962	0.0357018175042368	-1.71020135936867e-06	TRUE		1571	1571	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ondatra_zibethicus	Ondatra	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	10	Ondatra	0.000996317814310001	0.00233315059312604	0.00133683277881604	TRUE		1559	1559	69	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Onychomys_torridus	Onychomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Onychomys	0.000145520839633614	0.000498861364613818	0.000353340524980204	TRUE		1558	1558	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Orcinus_orca	Orcinus	marine_binary_nested_ttest_baseline	marine	1	1	18	Orcinus	0.960594526059177	0.969858294942865	0.00926376888368807	TRUE		1537	1537	70	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oreamnos_americanus	Oreamnos	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Oreamnos	0.00956422508498544	0.00956884653779271	4.62145280727411e-06	TRUE		1562	1562	73	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oreotragus_oreotragus	Oreotragus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Oreotragus	0.0100593573894994	0.0100631957063999	3.83831690048929e-06	TRUE		1562	1562	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Orycteropus_afer_afer	Orycteropus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Orycteropus	0.0015231833029532	0.00152480142135543	1.61811840222671e-06	TRUE		1560	1560	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oryctolagus_cuniculus_cuniculus	Oryctolagus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Oryctolagus	0.000810838489402143	0.00100618322830012	0.000195344738897978	TRUE		1559	1559	65	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oryx_dammah	Oryx	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Oryx	0.0154147348272264	0.0201351580538574	0.00472042322663096	TRUE		1576	1576	70	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Oryx_gazella	Oryx	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Oryx	0.0050610354408145	0.00840652299133011	0.00334548755051562	TRUE		1576	1576	70	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Otolemur_garnettii	Otolemur	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Otolemur	0.0103055160140994	0.00893381816065823	-0.00137169785344117	TRUE		1556	1556	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ovis_canadensis	Ovis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Ovis	0.165076516894415	0.188644112471234	0.0235675955768193	TRUE		1598	1598	77	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ovis_nivicola_lydekkeri	Ovis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Ovis	0.00166423087382271	0.00180862437889048	0.000144393505067768	TRUE		1598	1598	77	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ovis_orientalis	Ovis	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Ovis	0.116427945500919	0.127679895683647	0.0112519501827283	TRUE		1598	1598	77	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pachyuromys_duprasi	Pachyuromys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pachyuromys	0.00122809546114333	0.00106784756768952	-0.000160247893453814	TRUE		1559	1559	73	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pan_troglodytes	Pan	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pan	0.0256293202866094	0.0256348456012817	5.52531467232567e-06	TRUE		1577	1577	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_leo	Panthera	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.0107359538069871	0.0155705200510214	0.00483456624403426	TRUE		1611	1611	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_onca	Panthera	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.256500170625516	0.310597093102007	0.0540969224764911	TRUE		1611	1611	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_pardus	Panthera	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.0573392309410741	0.0740485411293413	0.0167093101882672	TRUE		1611	1611	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Panthera_uncia	Panthera	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Panthera	0.0669930211202915	0.0838631919113121	0.0168701707910206	TRUE		1611	1611	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Papio_anubis	Papio	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Papio	0.269620477027244	0.279434751182128	0.00981427415488423	TRUE		1571	1571	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Paradoxurus_hermaphroditus	Paradoxurus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Paradoxurus	0.000823137549370502	0.000826836814857024	3.69926548652146e-06	TRUE		1553	1553	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pedetes_capensis	Pedetes	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pedetes	0.00384944806722281	0.00384036998386141	-9.07808336140375e-06	TRUE		1555	1555	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Peponocephala_electra	Peponocephala	marine_binary_nested_ttest_baseline	marine	1	1	18	Peponocephala	0.993981683236209	0.994347588022081	0.000365904785871951	TRUE		1588	1588	72	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Peromyscus_californicus_insignis	Peromyscus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Peromyscus	0.000234695804326778	0.000779956045280507	0.000545260240953729	TRUE		1560	1560	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Petromus_typicus	Petromus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Petromus	0.00131406065163569	0.00140072883254485	8.66681809091627e-05	TRUE		1559	1559	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phataginus_tricuspis	Phataginus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Phataginus	0.0242992403205877	0.0243039181339937	4.67781340603851e-06	TRUE		1579	1579	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phoca_largha	Phoca	marine_binary_nested_ttest_baseline	marine	1	1	15	Phoca	0.982588654881849	0.97870096530271	-0.00388768957913854	TRUE		1507	1507	71	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phoca_vitulina	Phoca	marine_binary_nested_ttest_baseline	marine	1	1	15	Phoca	0.0121522379498836	0.00961390230714765	-0.00253833564273595	TRUE		1507	1507	71	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phocoena_phocoena	Phocoena	marine_binary_nested_ttest_baseline	marine	1	1	18	Phocoena	0.96548899476424	0.926715279933592	-0.038773714830648	TRUE		1555	1555	63	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phocoena_sinus	Phocoena	marine_binary_nested_ttest_baseline	marine	1	1	18	Phocoena	0.968078387219241	0.964652201055554	-0.00342618616368706	TRUE		1555	1555	63	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Phyllostomus_discolor	Phyllostomus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Phyllostomus	0.0008794442174803	0.00232626797686954	0.00144682375938924	TRUE		1557	1557	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Physeter_catodon	Physeter	marine_binary_nested_ttest_baseline	marine	1	1	18	Physeter	0.974579728606575	0.978421662652225	0.00384193404565014	TRUE		1539	1539	75	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Piliocolobus_tephrosceles	Piliocolobus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Piliocolobus	0.00183879501304419	0.00444935034831089	0.0026105553352667	TRUE		1566	1566	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pipistrellus_kuhlii	Pipistrellus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pipistrellus	0.00931404097556179	0.0104182429942883	0.00110420201872651	TRUE		1559	1559	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pithecia_pithecia	Pithecia	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pithecia	0.0022757100852823	0.00227538652893634	-3.23556345963212e-07	TRUE		1560	1560	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Platanista_minor	Platanista	marine_binary_nested_ttest_baseline	marine	1	1	18	Platanista	0.97839646739562	0.97276554271384	-0.00563092468177995	TRUE		1558	1558	65	fit_nonzero_predictors	Marine model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Plecturocebus_donacophilus	Plecturocebus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Plecturocebus	0.000742561583359094	0.000785520714859034	4.29591314999398e-05	TRUE		1560	1560	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pongo_abelii	Pongo	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pongo	0.0222110100801817	0.024331414300368	0.0021204042201863	TRUE		1566	1566	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Potos_flavus	Potos	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Potos	0.053537672105587	0.0556812256231719	0.00214355351758488	TRUE		1560	1560	63	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Prionailurus_bengalensis_euptilurus	Prionailurus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Prionailurus	0.0237202686252409	0.0259932739716068	0.00227300534636593	TRUE		1563	1563	71	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Procapra_przewalskii	Procapra	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Procapra	0.00604755008181317	0.00650914929341326	0.000461599211600087	TRUE		1565	1565	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Procavia_capensis	Procavia	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Procavia	0.00365593190911311	0.00365284098489728	-3.09092421583003e-06	TRUE		1568	1568	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Procyon_lotor	Procyon	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Procyon	0.0257944016706814	0.0259650728862386	0.00017067121555716	TRUE		1556	1556	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Prolemur_simus	Prolemur	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Prolemur	0.00291396090372054	0.0077442941692513	0.00483033326553076	TRUE		1567	1567	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Propithecus_coquereli	Propithecus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Propithecus	0.0113150674991131	0.0119247192074209	0.000609651708307752	TRUE		1556	1556	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Przewalskium_albirostris	Przewalskium	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Przewalskium	0.0105548475090057	0.0138051204389247	0.00325027292991898	TRUE		1569	1569	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Psammomys_obesus	Psammomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Psammomys	0.00408773500343688	0.00985252690045838	0.0057647918970215	TRUE		1557	1557	68	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pteronura_brasiliensis	Pteronura	marine_binary_nested_ttest_baseline	non-marine aquatic	0	1	12	Pteronura	0.0205943646656288	0.0200940548596215	-0.000500309806007342	TRUE		1561	1561	72	fit_nonzero_predictors	Marine model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pteropus_pselaphon	Pteropus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pteropus	0.0135925552773185	0.0136176297238419	2.50744465234189e-05	TRUE		1555	1555	66	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Puma_yagouaroundi	Puma	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Puma	0.00264293497142027	0.00281997484117044	0.000177039869750173	TRUE		1565	1565	72	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Pygathrix_nemaeus	Pygathrix	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Pygathrix	0.00232941163830295	0.0052536356404652	0.00292422400216225	TRUE		1571	1571	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rangifer_tarandus_granti	Rangifer	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Rangifer	0.00791343393447363	0.00924686237948008	0.00133342844500645	TRUE		1559	1559	65	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhinoceros_unicornis	Rhinoceros	marine_binary_nested_ttest_baseline	semi-aquatic	0		3	Rhinoceros	0.0316084652164604	0.0441052086966202	0.0124967434801598	TRUE		1567	1567	66	fit_nonzero_predictors	Marine model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhinolophus_sinicus	Rhinolophus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Rhinolophus	0.0118594001053288	0.0064512182855117	-0.0054081818198171	TRUE		1554	1554	73	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhinopithecus_bieti	Rhinopithecus	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Rhinopithecus	0.000198196165242177	0.000298796718668527	0.00010060055342635	TRUE		1566	1566	69	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhizomys_pruinosus	Rhizomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Rhizomys	0.00246481671738383	0.0024381734902829	-2.66432271009268e-05	TRUE		1558	1558	74	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Rhombomys_opimus	Rhombomys	marine_binary_nested_ttest_baseline	terrestrial	0	0	0	Rhombomys	0.0316819600983278	0.0325518888469623	0.000869928748634535	TRUE		1563	1563	67	fit_nonzero_predictors	Marine model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
