species	genus	model	trait_category	marine_binary	binary_aquatic_endpoint	aquaticity_score	held_out_genus	corrected_globalFDR_OOF_prediction	nested_ttest_OOF_prediction	prediction_delta	nested_OOF_available	exclusion_reason	fold_n_candidate_features_FDR	fold_n_features_after_preprocessing	fold_n_selected_predictors	fold_model_status	panel	plot_color	source_file
Acinonyx_jubatus	Acinonyx	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Acinonyx	0.0703316026257963	0.147768071815748	0.0774364691899516	TRUE		1232	1232	67	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Acomys_russatus	Acomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Acomys	0.0446945094653969	0.0447877472150239	9.32377496269537e-05	TRUE		1217	1217	101	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Aeorestes_cinereus	Aeorestes	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Aeorestes	0.0664797054253076	0.066601627418541	0.000121921993233368	TRUE		1223	1223	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ailuropoda_melanoleuca	Ailuropoda	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ailuropoda	0.183351053664533	0.183366734845797	1.56811812637159e-05	TRUE		1226	1226	92	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ailurus_fulgens	Ailurus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ailurus	0.00293636345107745	0.00293073658161397	-5.62686946347767e-06	TRUE		1225	1225	103	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Alces_alces	Alces	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		4	Alces				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Allactaga_bullata	Allactaga	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Allactaga	0.0340516388708371	0.0340033005572846	-4.83383135525192e-05	TRUE		1216	1216	97	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Allenopithecus_nigroviridis	Allenopithecus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Allenopithecus	0.0631535828714814	0.0635209449811259	0.000367362109644456	TRUE		1226	1226	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Alouatta_palliata	Alouatta	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Alouatta	0.0643458488955832	0.0695711349214536	0.00522528602587044	TRUE		1222	1222	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ammotragus_lervia	Ammotragus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ammotragus	0.0596916175352226	0.0748293190108344	0.0151377014756118	TRUE		1222	1222	65	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Anoura_caudifer	Anoura	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Anoura	0.0232889817344597	0.0234860546859634	0.000197072951503671	TRUE		1218	1218	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Antidorcas_marsupialis	Antidorcas	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Antidorcas	0.0224487323428435	0.0409623311530735	0.01851359881023	TRUE		1218	1218	92	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Antilocapra_americana	Antilocapra	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Antilocapra	0.044130938687284	0.058680608001473	0.014549669314189	TRUE		1221	1221	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Aonyx_cinereus	Aonyx	binary_aquatic_dependence_nested_ttest_baseline	non-marine aquatic	0	1	10	Aonyx	0.492971758464819	0.200640572303802	-0.292331186161017	TRUE		1232	1232	66	fit_nonzero_predictors	Binary aquatic-dependence model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Aotus_nancymaae	Aotus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Aotus	0.00716275342307824	0.0170793491387648	0.00991659571568661	TRUE		1225	1225	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Aplodontia_rufa	Aplodontia	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Aplodontia	0.00310378801275352	0.0130161072953395	0.00991231928258595	TRUE		1216	1216	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Artibeus_jamaicensis	Artibeus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Artibeus	0.0520233870587654	0.0516701780625176	-0.000353208996247759	TRUE		1218	1218	97	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Arvicanthis_niloticus	Arvicanthis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Arvicanthis	0.00121559915622132	0.00123281072980811	1.7211573586794e-05	TRUE		1219	1219	101	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Arvicola_amphibius	Arvicola	binary_aquatic_dependence_nested_ttest_baseline	non-marine aquatic	0	1	7	Arvicola	0.030863548165101	0.0337655064847033	0.00290195831960231	TRUE		1291	1291	65	fit_nonzero_predictors	Binary aquatic-dependence model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ateles_geoffroyi	Ateles	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ateles	0.0067223107161085	0.00671128846792839	-1.10222481801113e-05	TRUE		1219	1219	104	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Axis_porcinus	Axis	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Axis	0.0609393627550923	0.139449599028916	0.0785102362738239	TRUE		1218	1218	68	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Babyrousa_celebensis	Babyrousa	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		2	Babyrousa				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Balaena_mysticetus	Balaena	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Balaena	0.995516422511812	0.992956124066178	-0.00256029844563421	TRUE		1199	1199	103	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Balaenoptera_acutorostrata_scammoni	Balaenoptera	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Balaenoptera	0.452682803928245	0.000545145359879196	-0.452137658568366	TRUE		1132	1132	95	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Balaenoptera_bonaerensis	Balaenoptera	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Balaenoptera	0.9975611721829	0.992164946127504	-0.00539622605539558	TRUE		1132	1132	95	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Balaenoptera_edeni	Balaenoptera	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Balaenoptera	0.997044973213102	0.97527141139442	-0.0217735618186825	TRUE		1132	1132	95	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Balaenoptera_musculus	Balaenoptera	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Balaenoptera	0.997998458717473	0.999649300366866	0.00165084164939322	TRUE		1132	1132	95	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Bassariscus_astutus	Bassariscus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Bassariscus	0.0093981615471499	0.3885005576054	0.37910239605825	TRUE		1272	1272	83	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Bassariscus_sumichrasti	Bassariscus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Bassariscus	0.150821131939386	0.0556411729458543	-0.0951799589935317	TRUE		1272	1272	83	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Beatragus_hunteri	Beatragus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Beatragus	0.645594452400282	0.707449143945208	0.0618546915449257	TRUE		1230	1230	98	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Bos_frontalis	Bos	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Bos	0.012772814721993	0.0277117201848251	0.0149389054628321	TRUE		1238	1238	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Bos_mutus	Bos	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Bos	0.00693344707504869	0.02676870229158	0.0198352552165313	TRUE		1238	1238	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Bubalus_bubalis	Bubalus	binary_aquatic_dependence_nested_ttest_baseline	semi-aquatic	0		2	Bubalus				FALSE	semi-aquatic aquatic_v2=0.5 excluded from binary aquatic-dependence LASSO/AUC				excluded_no_binary_aquatic_endpoint	Binary aquatic-dependence model	#f1a340	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Callithrix_jacchus	Callithrix	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Callithrix	0.00220155939748287	0.0141390948556916	0.0119375354582088	TRUE		1221	1221	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Callorhinus_ursinus	Callorhinus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	14	Callorhinus	0.704351242641812	0.344160422329643	-0.360190820312169	TRUE		1242	1242	78	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Camelus_ferus	Camelus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Camelus	0.0271978304149441	0.027410938391723	0.000213107976778863	TRUE		1227	1227	104	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Capra_aegagrus	Capra	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Capra	0.00139737327215508	0.00673548454436438	0.0053381112722093	TRUE		1226	1226	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Capra_sibirica	Capra	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Capra	1.97810405242203e-05	4.0156340491344e-05	2.03752999671237e-05	TRUE		1226	1226	100	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Capreolus_pygargus	Capreolus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Capreolus	0.0588904014863422	0.0595129540840068	0.000622552597664576	TRUE		1225	1225	103	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Carlito_syrichta	Carlito	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Carlito	0.00727138278106491	0.00694183056748348	-0.000329552213581431	TRUE		1222	1222	103	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Castor_canadensis	Castor	binary_aquatic_dependence_nested_ttest_baseline	non-marine aquatic	0	1	14	Castor	0.0253794549552333	0.0203348626075257	-0.00504459234770764	TRUE		1253	1253	85	fit_nonzero_predictors	Binary aquatic-dependence model	#d95f0e	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Catagonus_wagneri	Catagonus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Catagonus	0.108782412432311	0.108664218352906	-0.000118194079404957	TRUE		1219	1219	96	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cavia_tschudii	Cavia	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cavia	0.093356888066542	0.0934469214171293	9.00333505873263e-05	TRUE		1223	1223	97	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cebus_capucinus_imitator	Cebus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cebus	0.0909518607441027	0.0903379534638824	-0.000613907280220274	TRUE		1218	1218	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cephalophus_harveyi	Cephalophus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cephalophus	0.00676372116703602	0.00805154558652769	0.00128782441949167	TRUE		1222	1222	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cephalorhynchus_commersonii	Cephalorhynchus	binary_aquatic_dependence_nested_ttest_baseline	marine	1	1	18	Cephalorhynchus	0.999922625086077	0.999999999999791	7.73749137142898e-05	TRUE		1211	1211	112	fit_nonzero_predictors	Binary aquatic-dependence model	#2c7fb8	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ceratotherium_simum_simum	Ceratotherium	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ceratotherium	0.313087632787463	0.557124604551994	0.244036971764531	TRUE		1236	1236	93	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cercocebus_atys	Cercocebus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cercocebus	2.44946873091002e-05	0.00141418068075209	0.00138968599344299	TRUE		1235	1235	91	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cercopithecus_mona	Cercopithecus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cercopithecus	0.000783750736312121	0.000785900403218788	2.14966690666673e-06	TRUE		1222	1222	101	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cervus_hanglu_yarkandensis	Cervus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cervus	0.903502099205439	0.904061246641657	0.000559147436217655	TRUE		1235	1235	92	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Chinchilla_lanigera	Chinchilla	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Chinchilla	0.16708911255958	0.167841931083471	0.000752818523891169	TRUE		1215	1215	99	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Chlorocebus_sabaeus	Chlorocebus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Chlorocebus	0.0242327913865418	0.0326520491852219	0.00841925779868007	TRUE		1237	1237	91	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Choloepus_didactylus	Choloepus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Choloepus	0.0113039856598524	0.108281577387008	0.0969775917271551	TRUE		1243	1243	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Choloepus_hoffmanni	Choloepus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Choloepus	0.05126263612335	0.128621326831018	0.0773586907076678	TRUE		1243	1243	69	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Chrysochloris_asiatica	Chrysochloris	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Chrysochloris	0.0797285500490612	0.085107479309039	0.00537892925997777	TRUE		1217	1217	86	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Chrysocyon_brachyurus	Chrysocyon	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Chrysocyon	0.217556486801871	0.218388468783971	0.00083198198210005	TRUE		1234	1234	101	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Coendou_prehensilis	Coendou	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Coendou	0.0105124302318877	0.0322777957651512	0.0217653655332635	TRUE		1219	1219	88	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Colobus_angolensis_palliatus	Colobus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Colobus	0.0555625921534242	0.0738860976318832	0.018323505478459	TRUE		1230	1230	105	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Connochaetes_taurinus	Connochaetes	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Connochaetes	0.0987005514105978	0.368429438751948	0.26972888734135	TRUE		1225	1225	87	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Craseonycteris_thonglongyai	Craseonycteris	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Craseonycteris	0.0369592168134056	0.056475853873298	0.0195166370598924	TRUE		1215	1215	86	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cricetomys_gambianus	Cricetomys	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cricetomys	0.0206373526662593	0.0206400007186257	2.64805236641075e-06	TRUE		1220	1220	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cricetulus_griseus	Cricetulus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cricetulus	0.000959323510765327	0.0292842432526292	0.0283249197418639	TRUE		1220	1220	65	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Crocuta_crocuta	Crocuta	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Crocuta	0.352584324923696	0.352057819270601	-0.000526505653094977	TRUE		1230	1230	90	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Cryptoprocta_ferox	Cryptoprocta	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Cryptoprocta	0.000541969687471609	0.000553698372662228	1.17286851906185e-05	TRUE		1219	1219	103	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
Ctenodactylus_gundi	Ctenodactylus	binary_aquatic_dependence_nested_ttest_baseline	terrestrial	0	0	0	Ctenodactylus	0.0596761276474066	0.059686090307686	9.9626602794306e-06	TRUE		1227	1227	102	fit_nonzero_predictors	Binary aquatic-dependence model	#bdbdbd	${ENDPOINT_FIX_ROOT}/10_reviewer_risk_controls/12B_nested_ttest_baseline_robustness/nested_ttest_baseline/nested_ttest_OOF_predictions.tsv
